q1_age,q11_appnum,q12_freeapppc,q48_edu,q49_marital,q50r1_nochild,q50r2_inftod,q50r3_6_12,q50r4_13_17,q50r5_adult,q56_income,q57_mf,q13_visitfreq_social,q13_visitfreq_music,q13_visitfreq_video,q24_tech_posatt,q24_tech_enter,q24_tech_comm,q24_tech_negatv,q25_prsnlty_leader,q25_prsnlty_risk,q25_prsnlty_drive,q25_prsnlty_follower,q26_shopsavvy_bargain,q26_shopsavvy_brands,q26_shopsavvy_earn2spend,q26_shopsavvy_applover,q26_shopsavvy_children,q2_apple,q2_andriod,q2_windows,q2_tablet,q2_other,q4_use_music_apps,q4_use_tv_apps,q4_use_game_apps,q4_use_social_apps,q4_use_news_apps,q4_use_shop_apps,q4_use_none_apps,q54_white,q54_black,q54_asian,q54_hawai,q54_native,q54_other,q55_latino,X,Y
4,4,5,4,1,0,1,0,0,0,6,0,2.5,1.75,1.5,2,1.5,1.3333333333333333,3.5,1.4,2.5,1,6,3,4,4.333333333333333,3.2,2,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,5.157577276368729,-17.890817088418647
7,3,6,2,4,1,0,0,0,0,5,1,3.5,4,4,2.4,1.5,2.3333333333333335,3.5,2.2,3,2.5,4,2.5,3.4,3,3.8,5,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,-3.839549922251015,7.725122686980159
8,4,6,6,2,1,0,0,0,0,9,1,2.75,3.5,3,2.2,2,2.6666666666666665,4,1.6,3,2,4,1.5,2.8,3,4.4,6,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,-8.322485445848015,6.606551629903038
3,4,3,6,1,0,0,1,0,0,13,0,1.25,1.75,1.5,1.2,1,1.3333333333333333,1,0.8,2.5,1,1,2,1.2,1.3333333333333333,1.4,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,19.691280044442326,-2.638279741762948
6,4,3,3,1,0,1,0,0,0,12,0,2,4,1.75,2.4,1.5,1,3,2.2,3.5,2.75,3,2.5,4.4,3,3.2,3,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,6.0781368512305916,-13.506192207866166
4,4,4,4,2,1,0,0,0,0,9,1,3.25,3.5,2,2,1,1.3333333333333333,3,1.6,4.5,1.75,4,2,2.2,1.6666666666666667,2.6,6,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,23.312850004713333,15.424969172636933
3,2,6,3,3,0,1,1,0,0,5,1,3.25,3,3.5,2,2.5,3,3,2.2,4.5,2.75,5,2.5,3,4,3,3,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.808223001262394,-19.451241518104503
2,3,6,3,2,1,0,0,0,0,12,0,2.75,3.25,2.5,1.6,1,1.3333333333333333,4.5,1.6,3,2,2,2.5,2,3.6666666666666665,3.4,6,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,4.200997965658027,0.23391220701091325
4,2,6,3,1,0,0,1,0,0,7,0,2.5,3.25,2.5,2.2,3,2,3,1.2,2.5,1.75,6,2.5,4,3,3.4,3,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,-4.0969926675613815,-14.590701889511294
3,2,2,2,2,0,1,0,0,0,4,0,4,4,2.5,4.4,3.5,2.6666666666666665,2,2.2,7,3.25,6,3.5,2,3,3.8,5,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,-4.218341791202152,16.14965976866699
9,2,6,4,4,0,0,0,0,1,5,0,1,1,1,1,1,1,1,0.8,1.5,1,1,1,1,1,1.2,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,14.123428460238229,-2.716695179839076
2,2,6,6,1,1,0,0,0,0,9,0,3.5,3,2.5,3,3,3,3,2.4,4,3,3,3,3,3,3.6,3,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,6.413445171691521,-3.8394692326293884
11,4,5,6,4,1,0,0,0,0,7,0,3.25,3,3.25,2.2,1,1.6666666666666667,3,1.4,2,1.25,4,5.5,4.6,5,5,6,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,3.965411964209828,10.679125077458279
10,4,3,3,2,0,0,0,0,1,5,1,3.25,3.25,2,2.8,1,1,6,2.4,4,2.75,6,3.5,4.6,4.666666666666667,5.8,6,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,-23.440173129478552,-5.609837127542651
4,1,5,6,1,1,0,0,0,0,7,0,3,3.75,1.75,2,3,1.6666666666666667,6,2,4,2.75,6,2,3.8,3,3.4,6,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,-6.355953017464825,-0.9531847415013411
4,2,3,4,1,1,0,0,0,0,13,1,2,2.25,1.75,1,1,1,5,0.8,1.5,1.5,5,1,1.2,1.3333333333333333,1.2,5,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,18.059542385241755,-11.582058544889499
3,4,4,4,2,1,0,0,0,0,6,0,1.75,1.5,1,1.6,1,1.3333333333333333,1,2.8,6,3.25,4,1,1,1,1.2,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,18.81269064330895,-14.813520732910394
1,4,5,1,2,1,0,0,0,0,14,0,2.5,3.75,1.75,1.4,1,1.6666666666666667,3.5,1.6,3,2.75,4,2.5,2.8,3,3.2,6,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,7.695979975381071,7.156323789883811
3,4,3,4,3,1,0,0,0,0,14,0,2.5,4,2.5,2,1.5,1.6666666666666667,3,1.4,3.5,3,4,3.5,2.4,3,3.2,6,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,4.468024272851383,7.515463347073906
10,4,2,5,1,0,0,0,0,1,14,0,3.25,4,3.5,3.4,1,1.3333333333333333,4.5,1,2,1.5,6,4.5,2,3.3333333333333335,3.8,5,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,-23.13917390209313,0.043880485612243114
2,2,2,4,1,0,0,1,0,0,9,1,3.25,3.25,2.75,2,1,1.3333333333333333,1.5,1.4,3,2,3,2.5,2,2,2.6,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,19.642476802647067,-16.671944459519274
3,4,4,4,1,0,1,0,0,0,12,1,2.5,2.25,2,1.4,2,1.6666666666666667,1.5,1.2,2.5,2,6,2.5,1.8,2.6666666666666665,2,2,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,8.331850241624913,-10.869126727768759
4,3,6,4,1,1,0,0,0,0,5,1,4,3.5,3,4,3,3.3333333333333335,2,2.8,3.5,2.5,4,3,5.2,4.333333333333333,4.8,6,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,-9.416787656869708,-1.5431053047250218
2,3,4,4,2,1,0,0,0,0,14,0,1.75,3.75,2.5,2.6,2.5,3.6666666666666665,4,2,3.5,2.5,3,2.5,3.6,3.6666666666666665,3,6,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,15.652849054446566,-12.5768647921771
7,1,5,3,1,0,0,0,0,1,12,1,3.25,4,2.5,1.8,1.5,2.6666666666666665,2,3.2,5,4.25,3,2.5,4,4.666666666666667,3.6,4,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-26.87885865794274,-9.905533876930392
8,3,6,4,1,0,0,0,0,1,14,1,2,3.5,2.75,2.6,1.5,1.3333333333333333,5.5,2.2,5,2,5,3,3.6,4.333333333333333,3.8,4,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-20.49674204381486,-12.743522608725586
4,3,6,4,1,0,0,1,0,0,6,0,2.75,3,2,1.6,1,1.6666666666666667,3,1.8,2.5,2,4,2,2,1.6666666666666667,3.2,3,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,-2.6960401463774404,-13.968088001401092
9,3,6,3,3,1,0,0,0,0,12,1,4,2.25,4,3.6,4.5,5.333333333333333,1.5,3,5,2.5,6,4.5,4.4,3.6666666666666665,5,4,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,-16.828901870063305,5.676915908738434
5,3,6,4,1,0,1,1,0,0,12,1,3.75,4,4,4,3,4,3.5,2.6,8,3,6,3.5,3.2,6,6.8,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,-4.9472273699564315,-18.033203333801985
5,4,4,2,2,1,0,0,0,0,5,1,1.5,1.75,1.5,1.8,2,1,3.5,1.4,3.5,2.5,5,2,2.6,3.3333333333333335,2,6,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,11.08102977472696,4.617093336492086
5,4,2,3,2,0,0,1,1,0,3,1,2.5,3.25,3,1.4,3,1.3333333333333333,6,1.2,2.5,2.25,6,2,3.6,2.6666666666666665,3.8,3,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,21.846731724933278,-20.231685502529576
8,3,5,3,4,1,0,0,0,0,6,1,1.75,3.25,3.75,2.8,2,4,4,3.4,4.5,3,3,2,4.2,2.3333333333333335,3.6,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-10.15704727333861,7.332761639414564
5,3,4,4,1,0,1,1,0,0,7,0,3.25,3.5,2.75,2.4,2,2.3333333333333335,2.5,2.8,5,2.5,4,3,3.4,3.3333333333333335,3.6,2,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,-0.19988465245838696,-13.421916293344053
6,1,2,4,1,0,0,1,0,0,1,1,3.75,4,3.5,3.2,1.5,2,1.5,2.4,5,2,5,4,2.6,3,3.6,2,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,-12.16590859331735,12.387329220193102
4,4,6,3,4,0,0,1,0,0,5,0,3.25,2.25,2.25,3,2.5,1.3333333333333333,5.5,1.8,3.5,2.5,6,3,3.6,4.666666666666667,3.4,2,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,-2.897172711433068,-15.908489343289796
3,2,4,2,2,1,0,0,0,0,1,1,2,2.75,2.5,3,2.5,3.3333333333333335,3,2.8,4.5,2.75,4,4,3.2,3.3333333333333335,3.8,3,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-9.201285133585696,17.282683190860865
7,2,6,3,1,1,0,0,0,0,11,0,3.75,3.25,3.25,3,3,2.6666666666666665,3,1.8,4,2.25,5,3,3.4,3.3333333333333335,4.6,6,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-13.413795505295356,6.638083204443588
4,3,5,4,1,1,0,0,0,0,6,1,3.25,3.5,2.5,2.4,1,1.6666666666666667,6,2.6,3,2,4,2,4,5,2.8,3,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,-5.984291348522166,-1.9793837990036143
10,3,3,6,1,0,0,0,0,1,14,1,3.25,4,3.25,3,1.5,3,5,2,4,1.5,6,3,4.8,4.333333333333333,4.6,6,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,-22.88673886692577,-2.2169775729281764
6,4,3,6,1,0,0,1,0,0,14,1,1.75,3.75,2.75,3,1.5,3,3.5,1.6,3,2,6,4,1.8,2,2.8,6,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,-0.4603631827279262,-10.037233259721267
9,4,6,4,1,0,1,0,1,1,9,1,1.5,2,3.25,1,1,1,1,0.8,1.5,1.25,4,1,1,1,1.2,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,24.131648849883177,-17.50397484067546
2,4,2,6,2,1,0,0,0,0,3,0,1.75,3.25,2.5,2.6,3,2.6666666666666665,3,1.2,3,3.5,1,1.5,1.8,2.3333333333333335,2.2,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,8.375795457376933,-4.178822918936615
8,3,2,2,1,0,0,0,1,0,6,1,2,3.25,2.5,2.8,1,1.3333333333333333,3,1.2,2,1.75,6,1,3.8,5,4,6,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,-11.565336802585119,-4.4724637324306595
3,4,5,6,3,1,0,0,0,0,14,1,2.25,2.75,2.5,3,2,2,4.5,2,3.5,2.5,5,2.5,2.8,3.3333333333333335,3.8,5,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,6.95569732008882,9.51701086639758
11,4,5,3,1,0,0,0,0,1,8,0,2.25,3.25,2.25,2.4,1,1,4.5,1.4,3,3,6,2,2.2,2,1.8,3,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,-19.447397972947268,-10.409282738073754
4,3,3,4,1,0,0,1,1,0,8,1,1.25,1.5,1.5,2,1,1,6,0.8,2,1.5,6,3,1.6,1.6666666666666667,1.2,2,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,17.797345213363265,0.10656520602334396
5,3,3,4,1,0,1,1,0,0,12,1,2,2.75,1.75,2.2,2,2.3333333333333335,2.5,1.8,4.5,2.25,6,2,2.8,3,3.2,3,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1.7706678918401235,-11.370560382133858
4,4,5,4,1,1,0,0,0,0,14,0,3.25,2.75,1.75,2.4,2,2,3.5,1,2,1.5,6,2,3.4,3,3.6,6,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,6.877298267799184,26.29582766027904
6,4,5,6,2,1,0,0,0,0,10,0,2.5,3.5,2.25,2.8,1.5,1.3333333333333333,5,1.2,2.5,1.5,5,1,2.4,3.3333333333333335,3.4,6,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,3.726909272915541,3.9279039184066775
3,3,4,2,3,1,0,0,0,0,13,0,3.25,4,3.5,2,1.5,1,3.5,1.8,2.5,2,5,2,3.2,2.6666666666666665,2.6,4,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2.179516032633085,2.5918987126501682
3,2,6,4,2,1,0,0,0,0,12,0,2,2,1.5,1.4,2,1.3333333333333333,2,0.8,1.5,1.25,1,1.5,1,1,1.6,2,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,20.61531786215242,-13.177119952227764
3,3,6,6,2,1,0,0,0,0,10,1,3,3.25,2.75,1.4,2,1.3333333333333333,5,1.4,3.5,2.5,5,3,3.6,3,4.2,6,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,-3.136851231707439,-2.999867319609766
2,3,3,3,3,1,0,0,0,0,3,0,1.75,2,1,2.6,2,1.6666666666666667,2.5,1.4,3,2,2,3,2.8,4.333333333333333,3.6,3,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,26.55528313681382,16.55414963683222
6,3,4,5,1,1,0,0,0,0,12,0,2.25,3.25,2.75,2,1,1.3333333333333333,3.5,0.8,1.5,1.25,6,2.5,3,3.6666666666666665,2.8,6,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,4.079011340576074,3.889067078571207
6,4,3,5,4,1,0,0,0,0,7,0,2.75,3.5,3.5,3,3,3.3333333333333335,3.5,3.2,5.5,4.5,4,3.5,4,3,5,6,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,-0.0247431997666631,12.70522710798272
3,2,4,3,3,0,0,1,0,0,5,0,1,1,1,1,1,1,1,0.8,1.5,1,1,1,1,1,1.2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,27.2742035343637,11.615358590500534
4,3,6,3,1,0,0,1,0,0,10,0,2.25,1.25,2.25,2.2,1.5,1.3333333333333333,3,1.2,2,1.25,6,1,1.2,1.3333333333333333,1.8,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,11.862689795845585,25.481869043033758
6,3,5,3,1,0,0,0,1,1,12,0,3.25,3.25,3.25,2.8,2,1,4,2.4,5.5,3,5,3,3.8,3.3333333333333335,4,5,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,-21.464882942133475,-9.578886695300522
2,3,4,4,1,1,0,0,0,0,12,0,1.5,2.75,1,2,2,1.6666666666666667,1.5,1.6,3.5,1.75,2,1,2,2,2.6,2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,21.58903816069143,-5.113329809634127
4,4,4,4,1,0,0,0,1,0,11,0,1.5,2,1.75,2,1.5,1.3333333333333333,4.5,1.8,2.5,2.5,5,1.5,2.2,2.3333333333333335,2.8,2,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,20.787504944191273,-18.34582949001671
2,3,6,2,3,1,0,0,0,0,1,1,3.25,4,3.25,1,2.5,4.666666666666667,4.5,1.8,3.5,2,6,1.5,1.6,2.6666666666666665,3.8,4,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1.831101379677797,28.802600382545336
8,3,5,2,3,0,0,0,0,1,8,1,2.25,3.5,2.25,2.2,1,1,4.5,1.4,3.5,2,3,2.5,2,2.6666666666666665,2.8,3,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,-19.613933027846976,-14.472923679097248
4,3,5,6,1,0,1,1,0,0,9,1,1.5,3.5,2.5,1.8,1.5,2.3333333333333335,2,1.8,3.5,1.75,6,3,2.8,3.6666666666666665,3.8,5,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1.6077171958783136,-11.436808219084474
4,1,6,4,4,0,0,0,1,0,4,1,2.75,2.75,3.75,2.8,3.5,3.3333333333333335,3.5,1.8,3.5,2.25,2,3,3.8,3.6666666666666665,2.6,2,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,-13.662540748546794,-14.907343372500998
8,3,4,5,4,0,0,0,0,1,11,0,2.75,3.25,3,3.6,1.5,1,2.5,3.2,4,4,4,4,2.8,3.6666666666666665,4.8,4,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,-28.27048786864655,-2.821137357702414
5,2,6,3,3,0,0,0,1,0,10,1,2.25,3.25,2.75,2,1,2,3.5,1.6,3,2.25,4,2,1.2,1.6666666666666667,3.2,4,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,-13.1708441578605,-14.365057170938412
3,4,2,6,2,1,0,0,0,0,2,0,2.5,3.75,3.25,2,1.5,1.6666666666666667,2.5,2,5,2,5,4,3.4,4,5,6,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,23.533683360414194,17.35060938536227
3,3,6,4,2,1,0,0,0,0,6,1,3,2.5,2,1,2.5,2,2.5,0.8,2,1,5,1.5,2.6,2.6666666666666665,3.2,2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,3.8833620190869973,27.8877665132565
8,1,2,2,2,0,0,1,0,0,9,1,3.5,2.75,3.25,3.4,3.5,3.3333333333333335,3.5,2.8,6,2.75,6,3,4.6,4.333333333333333,5,3,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,-9.763333974844338,-15.430212404863244
4,3,3,3,1,1,0,0,0,0,10,1,2.75,4,1.75,2,1.5,2,4,2.2,3.5,2.5,5,2,2.2,3.3333333333333335,2.4,6,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,-2.6509762055051023,7.042862452971385
3,2,5,4,1,0,1,1,1,0,11,1,1.75,3.25,2.25,2.4,2,2.3333333333333335,4,2.6,4.5,2,3,2.5,3.2,3.3333333333333335,3.2,2,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,2.001276817891852,-11.890846358975173
9,4,2,5,1,1,0,0,0,0,14,0,1.5,2,3.25,1.8,1,1,5.5,0.8,1.5,1.25,6,2,2.2,5.333333333333333,1.2,6,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,10.513200522386649,9.457047781111482
5,4,4,4,3,1,0,0,0,0,14,0,1.75,3,1,1.6,1,1,6,1.2,2.5,1.25,5,3,2,2.3333333333333335,2,6,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,9.653509454542519,5.81948917480605
7,4,5,4,2,1,0,0,0,0,10,0,2.5,2.5,2,3.2,2,1.3333333333333333,3.5,3,4.5,3.25,3,3,2.6,2.3333333333333335,4.2,4,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,38.478374182346315,-1.4013189523680027
6,4,5,6,1,0,1,1,0,0,13,1,2.75,2.75,3.25,2.6,2.5,3,3,2.6,5,1.75,5,2.5,3.6,3.3333333333333335,4.4,3,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,12.217855325247802,-20.17749064930629
2,4,5,2,2,1,0,0,0,0,4,0,3,3,1.75,4,2.5,3,4.5,2.6,5,3.5,3,4.5,3.2,1.3333333333333333,4,3,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,-3.149204626625724,13.495887609777869
6,4,4,4,1,0,0,1,1,0,14,1,2.75,3.5,2,2,1,1,6,1.4,2.5,2.25,6,2.5,2.6,3.6666666666666665,3,3,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,16.397462763634373,6.988960264415581
5,4,3,3,1,0,1,1,1,0,5,1,1,1.25,1.25,1.6,1,1,5,0.8,1.5,1.75,5,2.5,1,1,1.6,4,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,17.72734639922684,0.5350712359088199
6,4,4,3,2,1,0,0,0,0,7,0,1,1.5,1.25,2,1,1,6,0.8,1.5,1,6,1,2,2.6666666666666665,2.2,6,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,11.192187002147081,3.524267077851776
2,3,4,6,1,0,1,0,0,0,4,0,1.5,2.25,1.5,1.8,1.5,1.6666666666666667,2,1.8,3.5,2.5,3,2.5,2.4,2,3,2,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,8.418396893023107,29.197842883895422
2,3,5,6,3,1,0,0,0,0,12,0,3.25,3.5,3.25,4,5,3.3333333333333335,3.5,2.4,7,3.75,5,4,4,4,4.4,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,39.06792630848974,-0.10509779093744073
6,2,3,3,1,0,0,0,1,0,12,0,3.25,3,3,3,2.5,3,3.5,2.6,4.5,2,5,3,4.4,4,4.4,4,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-11.2908626078386,-12.44507914339052
2,3,5,3,2,1,0,0,0,0,9,0,3.75,3,1.75,2.4,1,1.6666666666666667,2,1,2.5,1.75,5,2,3,4.333333333333333,4.4,6,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,3.9435548113324055,29.03770014095265
2,0,4,2,2,1,0,0,0,0,7,1,3.25,3.25,2.75,2.4,1.5,1.3333333333333333,4.5,3,4.5,4,3,2,1.2,1.6666666666666667,3.6,6,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-41.84075738100039,2.2942012952394015
3,3,3,2,2,1,0,0,0,0,3,1,2,2.5,2.75,1.4,2,2,1,1.2,2,1.75,1,1,1.4,1.6666666666666667,1.8,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,13.51021156057849,-4.512709503079322
7,3,4,4,1,0,0,0,1,0,14,1,2.75,3,3.25,3,2.5,2.6666666666666665,2.5,2.4,4.5,3,4,2,3,3.6666666666666665,4.4,3,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,-11.405130001905436,-11.336136020365378
8,3,6,2,1,0,0,0,0,1,8,1,2.5,2.25,2,1.2,2.5,3,5.5,3.4,6.5,2.75,6,2,4.8,5.666666666666667,3.4,2,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,-24.505318100348642,-8.021445141143346
2,2,6,4,1,1,0,0,0,0,2,1,2.75,3.5,1.75,2.2,3.5,4,2.5,1.6,3,2.25,4,3.5,3.4,3.3333333333333335,4,6,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,-7.366920311374882,4.181255607582675
2,3,4,2,2,1,0,0,0,0,7,0,2,2.75,2.25,1.4,2,2.3333333333333335,1.5,1.8,3,2.25,2,1,2.2,1.6666666666666667,2.2,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,11.92432398526007,-1.7362558232549878
2,1,6,4,2,1,0,0,0,0,1,0,2.5,4,3.25,2.6,4.5,3.3333333333333335,1.5,3,2.5,2.75,1,3,3.2,4.333333333333333,4.2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,-1.4293769879761293,25.983222199051443
4,3,5,4,2,1,0,0,0,0,5,1,3,3.5,3.5,3.2,2,3.6666666666666665,4,2.4,4.5,3,4,3,4.2,4,6,3,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,-5.188237684224413,9.602039675816131
5,4,4,2,1,0,1,1,1,0,8,0,3.25,3.25,1.75,1.4,1,1,4,2.2,3.5,1.25,4,1,2.8,3.6666666666666665,1.2,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,7.222492579855033,32.28347890563505
3,2,6,6,1,1,0,0,0,0,14,1,2.75,3.75,2.75,2.4,3,3,3,2.2,4,2.5,5,3,2,2.6666666666666665,5,6,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,-13.192679818188699,4.27354471614136
6,3,3,3,2,0,0,0,0,1,6,0,1,1.5,2,2.2,3,2.6666666666666665,3,1,2,1.5,2,2.5,2.6,1.6666666666666667,3,3,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,14.56998300088534,-1.5106291543033448
2,3,4,3,2,0,0,1,0,0,5,0,2.75,3.25,1.5,1.6,3,3.3333333333333335,1.5,3,3.5,4,6,1.5,3.8,4.666666666666667,3,3,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,-6.0763358462475425,-15.518518899726326
7,2,6,2,1,0,0,0,0,1,7,1,2.25,3.5,3.5,1.8,3,3.3333333333333335,1.5,2.4,4.5,3.5,4,2,3.4,3.6666666666666665,4.4,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-26.137788545230467,-11.447553815827414
2,2,4,2,2,1,0,0,0,0,1,1,2.25,3.25,3,2.8,2.5,2.3333333333333335,2,1.6,2.5,1.75,2,1.5,2,1.3333333333333333,2.8,3,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,21.666343813278942,-14.071637747122098
1,4,6,1,2,1,0,0,0,0,6,0,3.5,3.25,3.25,2,1,1,3.5,1.2,2.5,2,6,2,4.2,3.6666666666666665,3.4,6,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,-3.122794850157902,0.00452035024064649
5,4,4,4,3,0,0,1,0,1,13,1,2.5,3.5,2,2.4,1.5,1.6666666666666667,5.5,2.2,3.5,3,6,3.5,4.4,3.6666666666666665,3.6,2,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,-5.734292097961117,-9.488647579586852
11,3,5,4,1,0,0,0,0,1,14,0,4,3.5,4,3,1.5,2,3,1.8,3,3,6,4,2.8,2.3333333333333335,4.4,5,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,-24.552360046286275,-0.39762316789023117
