q1_age,q11_appnum,q12_freeapppc,q48_edu,q49_marital,q50r1_nochild,q50r2_inftod,q50r3_6_12,q50r4_13_17,q50r5_adult,q56_income,q57_mf,q13_visitfreq_social,q13_visitfreq_music,q13_visitfreq_video,q24_tech_posatt,q24_tech_enter,q24_tech_comm,q24_tech_negatv,q25_prsnlty_leader,q25_prsnlty_risk,q25_prsnlty_drive,q25_prsnlty_follower,q26_shopsavvy_bargain,q26_shopsavvy_brands,q26_shopsavvy_earn2spend,q26_shopsavvy_applover,q26_shopsavvy_children,q2_apple,q2_andriod,q2_windows,q2_tablet,q2_other,q4_use_music_apps,q4_use_tv_apps,q4_use_game_apps,q4_use_social_apps,q4_use_news_apps,q4_use_shop_apps,q4_use_none_apps,q54_white,q54_black,q54_asian,q54_hawai,q54_native,q54_other,q55_latino,X,Y
8,2,4,3,2,1,0,0,0,0,14,1,3.5,2.75,3.25,3.2,2.5,3.6666666666666665,1.5,1.8,4.5,3.5,6,1,3.6,2,4.8,6,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,-11.356315393565025,8.256558429848456
4,2,6,3,2,1,0,0,0,0,5,1,4,3.25,2,3,2,2.6666666666666665,2.5,2,4,3.5,6,2.5,3.4,3.6666666666666665,5,5,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,-12.968590603815993,6.5986323112527225
2,3,2,3,2,1,0,0,0,0,8,0,2.75,2.5,2,1.8,3,2.6666666666666665,2,1.6,3,3,2,3,2.4,2.3333333333333335,3.6,3,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,7.565906050105611,-1.411952378852259
10,3,4,4,1,1,0,0,0,0,14,1,4,3.75,3.5,4.2,3,4.666666666666667,3,3,5.5,3,6,2,4.8,5.333333333333333,6,6,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,-17.344266209950156,6.436674098593588
2,3,4,3,2,1,0,0,0,0,10,0,2.75,1.75,2,2.2,1.5,1.6666666666666667,2.5,1.2,1.5,1.5,5,3.5,2.4,2,3.2,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,8.995842813071237,-1.9439287247437356
5,1,6,3,2,0,1,0,0,0,4,1,3,3.5,4,1.8,3.5,3,2.5,2.8,4.5,2.75,4,3.5,3.2,3,4.4,4,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,-0.38536405704947785,-20.564205005906402
5,3,3,1,1,0,0,1,1,0,9,1,3,2.75,3.25,2.6,2.5,3,3,3,5.5,3,3,2.5,4.4,4.666666666666667,5.2,5,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,-10.347518229147159,-11.448086848030565
8,3,6,3,2,1,0,0,0,0,5,1,2.5,4,4,1,1,1.6666666666666667,2.5,3,5,2.25,6,1,2,1,4,6,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,-4.117817042125427,7.1636033937218055
2,4,4,2,2,1,0,0,0,0,4,0,3,3,2.25,2.2,5,4,3,2,4.5,3,5,2.5,3.6,3.6666666666666665,3,2,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,-16.429242152356068,14.437047899549377
7,4,2,4,1,0,0,0,0,1,12,1,1.75,3.5,1.75,2.6,2.5,1.6666666666666667,2.5,2.4,3,2.25,5,3,3,3,3.4,3,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,-17.9385998822919,-11.144272594658807
4,3,6,3,2,1,0,0,0,0,9,1,3,2.75,2.75,2.4,2,1,1.5,1.2,2.5,2.5,5,2,3.2,2,3,6,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2.38495315148174,2.4156895075433216
4,2,4,3,1,0,0,1,0,0,8,0,3.25,3.5,3,2.4,2,2,3.5,2.2,5,2.5,3,3.5,3.4,3,3.6,2,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,-4.990447177850613,-12.87139437340719
4,2,2,5,1,0,0,0,0,1,5,1,4,3.25,3.25,2,1,1.3333333333333333,2,0.8,1.5,1.5,6,2.5,4.4,5.333333333333333,4.2,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3.4669339808249258,29.626366219445938
3,4,5,3,2,0,0,0,1,0,8,1,2,3.25,3,2.2,4,2,4,2.4,6.5,3.5,6,2,2,3,3,2,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,-20.30863004549808,13.882974680308402
7,4,3,3,1,0,0,1,0,0,9,1,2.25,1.75,2.25,2,1,1.3333333333333333,4,2.6,3,2.25,5,2,3,2.6666666666666665,2.6,2,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0.5323128769686996,-10.386062347687828
7,2,2,3,1,0,0,0,1,1,14,1,3.25,3.75,3.5,3.2,6,4.333333333333333,1,2.4,3,2.75,6,2.5,3,3,4.2,5,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,-28.616818303159373,-6.014984856165716
8,4,6,4,1,0,0,0,0,1,11,1,2.5,3.25,2,1.4,2.5,1.6666666666666667,2.5,2.8,5.5,1.5,4,1,3.8,2,4.2,3,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,-21.783768605126415,-11.572434939458402
2,1,5,3,2,1,0,0,0,0,1,1,2.75,3.25,3.5,2.2,2,2.6666666666666665,2.5,1,2,1.25,4,3.5,2.4,2,4,6,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2.5720543028591907,23.6538680772846
2,3,5,4,1,1,0,0,0,0,8,1,3.25,3.5,2.75,2.2,3,2.3333333333333335,3,1.6,4,3.5,5,2.5,3.6,3.6666666666666665,5,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,-5.851046378153502,18.322994200342713
2,1,6,2,2,1,0,0,0,0,3,0,2.75,2.5,1.75,1.6,2,1.6666666666666667,2.5,1.8,2.5,2.25,1,1.5,2,2.3333333333333335,2.4,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,11.377261919191694,-3.4238856629986345
5,2,6,1,1,0,0,1,1,1,6,1,3.25,3.5,2.75,2.6,1.5,2,3,2,3.5,1.5,6,2,3.6,3.3333333333333335,3.4,3,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,-14.973151028296693,-17.361672911959293
7,2,3,4,3,1,0,0,0,0,5,1,2.5,3,3.25,1.8,2,1.6666666666666667,4,2.6,4,3.25,4,2.5,4,2.6666666666666665,4.4,6,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,-14.217980929319971,1.579664207704197
6,4,3,2,2,0,0,0,0,1,5,1,3.25,4,4,1.4,3,2.6666666666666665,4,2.4,4,1.75,4,3,3.2,3.3333333333333335,2.6,4,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,-21.758696347304276,-12.528131541994128
6,3,5,4,1,0,1,0,1,0,12,1,3.25,3.25,3.25,1.4,2.5,3.3333333333333335,3,2.8,5,3.25,3,2.5,4.6,3.6666666666666665,4.6,2,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,-13.80419127563161,-5.267630909253956
3,4,2,6,2,1,0,0,0,0,13,0,2.5,4,2.75,2,1,1,6,0.8,1.5,1,1,1,1,1,1.2,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,9.017736742667948,26.836994809844064
3,3,4,3,3,0,1,0,0,0,8,0,1.75,4,2.5,2.8,3.5,3,4,0.8,1.5,1.75,1,1,1,1,1.2,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,9.240794098585953,-18.937652640651848
3,3,4,4,2,1,0,0,0,0,5,1,3.25,3.25,2.5,2.4,2,4.333333333333333,4.5,2,4.5,2.5,4,2.5,2,2.6666666666666665,3.2,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,-5.524020076731716,6.9593609862704415
2,4,2,4,1,0,1,0,0,0,13,0,3.25,2.75,1.75,2.2,1,1,4.5,0.8,2.5,1.25,6,4.5,1.2,1.3333333333333333,1.8,2,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,24.522090694997853,-1.0206820734556221
5,4,2,3,4,1,0,0,0,0,4,1,4,3.75,1,2.4,1,1.6666666666666667,2,0.8,1.5,1.25,6,3.5,4,3.3333333333333335,2.4,6,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,2.8699971294181807,5.741401311167478
4,2,2,3,1,0,0,1,0,0,9,1,2.5,2,2.75,1.8,2.5,2.6666666666666665,4.5,2.4,4,2.75,6,3.5,3.2,3.3333333333333335,4.6,3,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,-6.086060093051211,-12.516156133971494
1,2,2,2,4,0,0,0,0,1,1,0,2,2,2,3,3,3,3,2.4,4.5,3,3,3,3,3,3.6,3,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,-5.645285175228535,22.960028943705197
1,4,5,1,2,1,0,0,0,0,14,1,2.5,3.25,2.25,1,1,1.3333333333333333,6,0.8,4,2,6,1,1,4.333333333333333,3.4,6,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4.64313144709957,2.072619561331594
4,4,6,4,1,0,1,0,0,0,8,0,2.25,3.25,2.5,2,1,1.3333333333333333,6,1.4,4.5,2.5,6,2.5,3.6,4.666666666666667,4.2,6,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,3.442455031513447,-18.939553114849215
6,4,5,4,4,1,0,0,0,0,9,0,2.5,3.5,2,1.6,2,1.3333333333333333,6,2.6,3,3.25,6,4,4,2.3333333333333335,4,6,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,3.981172679194261,11.797516614941927
5,3,6,4,1,1,0,0,0,0,10,0,3.25,3.5,3.25,2.6,3,4,1.5,2.4,6,3.75,5,3.5,4.8,4,5.2,4,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,-11.600349699856215,7.157513195068626
8,3,3,5,1,0,0,0,1,0,5,1,3.75,3.75,3.25,3,3,3,1,2.2,6,2.5,5,2.5,3.2,4,5.4,6,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,5.075529171826696,29.962004623051104
10,3,3,4,1,0,0,0,0,1,14,1,2.75,3.25,2.75,2.6,2,3,5,2.2,4.5,2,6,5,4.4,5,4.6,2,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,-21.801970009574156,-1.5500142947039606
4,4,5,5,1,1,0,0,0,0,5,0,2.75,3.25,2.75,2.8,1,2.6666666666666665,6,1.6,4.5,2.75,6,2.5,3.8,3.3333333333333335,4.8,6,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1.9701593187346214,9.569608002239482
7,4,5,4,2,1,0,0,0,0,6,0,2.25,3.5,2.75,2.4,1,2,5,2.8,4,2.5,6,2,5,5.666666666666667,5.6,6,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1.7103219250034911,11.368487857712386
2,3,5,3,2,1,0,0,0,0,11,0,1.25,2.75,1.5,1.6,1.5,1.3333333333333333,2,1,2.5,2,1,2,1.6,2,2,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,10.282662218255908,26.178167587782138
6,3,5,4,3,1,0,0,0,0,9,0,2.25,4,3,1.6,1,1.3333333333333333,5,1,2.5,1,6,2.5,2.2,3.6666666666666665,2.6,6,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,4.254445408879263,3.574252356712361
8,1,2,2,1,0,0,0,1,1,5,1,1.75,2.75,3,2,3,3,4,2,5,2.25,6,2.5,4.2,4.333333333333333,4.6,5,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-42.37252631212923,-0.620475587551776
5,4,4,3,2,1,0,0,0,0,6,0,2,3.25,2.25,3.2,2.5,3,4.5,2.6,5,3.5,2,3.5,3.4,3,4,4,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,-2.0092500773861803,13.278952792470948
3,3,4,4,1,1,0,0,0,0,10,1,1.75,2.5,1.5,3.2,2.5,2.6666666666666665,5,2.8,4,2.75,5,2,2,2,2.4,2,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,17.985785760793796,-15.028776109372982
8,2,5,2,1,0,0,1,1,0,7,0,2.5,2.75,2.75,1.2,1,1.6666666666666667,4.5,1.4,3,1.25,5,2,2.2,2,2.8,2,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,24.71437080493254,2.8537375342127462
3,4,6,3,2,0,1,0,0,0,6,1,2.5,2.75,2.25,1.2,3,2,3,2.6,4,2.75,4,2,3.8,3,5,3,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0.3434138241984446,-20.41196684571624
4,4,4,4,2,1,0,0,0,0,10,1,3.75,4,3.25,2.4,1,1,6,1.4,2,2.25,6,2.5,3,3.6666666666666665,3,6,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0.2546242824529994,-2.8789955548886845
3,3,4,4,1,1,0,0,0,0,10,0,2.5,1.5,1.75,2,2.5,2.3333333333333335,2,1.8,3.5,2,3,2.5,1.4,2,2.6,2,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,19.17479570852783,-14.36812422377603
3,1,6,4,2,1,0,0,0,0,5,1,2.75,3,3.25,2.4,2.5,3,4.5,2.8,6.5,3.75,3,1.5,3.4,3,3.6,2,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,-13.590352257546797,3.0941841765544833
2,3,2,1,2,0,0,0,1,0,2,1,2.5,2.5,2.75,3.6,3.5,2.6666666666666665,3.5,2,4,3,2,2,3.8,3,4.8,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25.295380549160985,22.069661878347972
4,4,2,6,1,0,1,0,0,0,14,0,2,3.25,2.5,2.6,1,1,3,1,2,2.25,5,1.5,1.2,2.3333333333333335,1.8,2,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,5.578493988136566,-11.321479619983297
3,3,4,4,3,0,1,1,0,0,6,1,2.25,2.25,2.75,3,1.5,2,4.5,1.6,2.5,2,6,2,3.2,3.3333333333333335,3,3,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,25.837346520656634,-1.2767879205372816
4,4,4,3,2,1,0,0,0,0,4,0,2.5,4,2.75,1.8,1.5,2,6,1.8,1.5,3,6,3,4,2.3333333333333335,2.2,6,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,-1.7601736188983828,-4.276336852301611
10,4,4,3,3,1,0,0,0,0,9,1,2.75,2.75,3,1.6,1,1,4,0.8,1.5,1.5,5,1,1,1,1.2,3,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,7.759216754044611,3.89801108084691
2,1,6,4,2,1,0,0,0,0,5,1,2,3.75,3.25,1.4,2.5,2.6666666666666665,3.5,2.6,4,1.5,5,1.5,3,3,3.8,6,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-12.425932785074169,4.117190128255215
11,4,3,3,1,0,0,0,0,1,1,1,3.25,3,2.75,2.8,2.5,2.6666666666666665,3.5,2.6,4.5,2.5,6,2.5,3,2,4.6,3,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,-25.46665642457299,-6.657131137965427
3,3,3,4,2,0,0,1,1,0,12,0,1.75,1.5,1.5,1.4,1,1.6666666666666667,2,1,2,1.75,2,3,1.8,1.6666666666666667,2.8,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,17.225903804843732,-1.9957208006800116
8,3,5,3,1,0,0,0,0,1,13,1,4,3,3.75,3.4,3.5,3,3.5,3,5.5,1.5,5,4,4.2,4.333333333333333,4.8,5,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,-24.784608388190883,2.537173206686078
2,4,1,2,3,0,1,0,0,0,3,0,2.25,2.25,1.75,3.6,4,3,3.5,2.2,4.5,4,6,3.5,4.2,4.666666666666667,3.4,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-17.256434521032663,15.84413294748885
3,4,4,4,1,0,1,1,0,0,12,1,2.25,3.5,1.5,2.6,1.5,1,5,1.2,2.5,2.5,5,2.5,4.2,3.3333333333333335,2.6,2,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,17.945667196417936,-20.337620230648454
7,4,2,4,2,1,0,0,0,0,12,0,4,2.75,2,3.2,3,2.3333333333333335,2.5,1.6,2.5,1.75,4,3.5,3.6,3.6666666666666665,3.6,5,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,-15.146366827083249,8.762563001095803
2,2,2,3,2,1,0,0,0,0,4,0,2.25,3.75,3.25,2.8,2,2,4,1.8,3.5,2,6,2,2.2,2.6666666666666665,2.4,3,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,-9.171249037357471,17.815374612369972
6,4,5,4,1,0,0,0,0,1,10,0,2.25,2.75,2,2.6,1.5,2,5,1.8,3.5,2,4,2.5,3.8,3.6666666666666665,2.8,2,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,-20.00818708395755,-12.956441087206075
8,4,3,6,1,0,0,0,0,1,14,0,2.75,3,2,2.8,2,2.3333333333333335,4,2.2,4,3.25,5,4,3.4,4,4,3,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,-20.88000212093502,-1.949109798197043
8,1,2,3,1,0,0,1,0,1,11,0,3.25,4,3.75,3.8,3.5,3.6666666666666665,2.5,3.6,7.5,2.5,6,2.5,4.6,4.666666666666667,6.8,6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-43.07777140257979,-1.3737811275259015
6,4,6,4,4,0,0,1,1,1,8,1,3,4,3,2.4,1,2,3,2.4,4.5,2,6,2.5,3.8,4.333333333333333,4,4,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,-15.070743027183099,-16.783185733980012
5,3,3,3,2,0,0,1,1,0,9,1,3.25,2,1.5,2.4,1.5,1,3,1.4,4,2,6,1.5,2.8,3,3,2,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,21.900370285586927,-20.568129220698165
7,3,3,4,4,0,0,0,1,1,4,1,2.25,2.75,3,3,1,1.6666666666666667,5.5,2.6,3,3.75,6,1.5,1.8,3.6666666666666665,3,3,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,-20.737365704331193,-17.505515911073708
2,3,5,5,2,1,0,0,0,0,2,1,2.5,3.5,3.25,1.6,1.5,2.3333333333333335,3,2,4.5,3,5,4,2.6,3.6666666666666665,5.4,6,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,-0.6520026556760757,8.953661157221385
7,2,2,6,4,0,0,0,0,1,11,1,2,2.75,1.75,2.4,2,2,5,2,4,2.25,5,3.5,3.2,3.6666666666666665,3.6,4,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,-24.405511682859114,-14.721791310478407
2,1,6,2,2,0,1,0,0,0,1,0,2.5,4,3.25,1,2,1.6666666666666667,3,1,2.5,1,3,4,3,4,2.8,6,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,13.0391763777471,-17.64712617412393
3,3,4,5,1,1,0,0,0,0,7,0,2.5,3.5,3.25,3.8,1.5,2.3333333333333335,3.5,1,2.5,2,6,6,4.4,5,2.2,3,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,4.570716573742024,23.905632623454128
3,3,3,4,3,1,0,0,0,0,5,1,1.75,1,2.5,1.6,1,1.6666666666666667,3,1.6,3,2.25,5,1,1.6,1.6666666666666667,2,4,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,8.831998948840473,24.840284487784817
9,2,4,2,1,0,0,0,0,1,4,1,2.5,2.25,2.25,1.8,1,2.3333333333333335,4.5,1.2,2.5,1.25,4,1,1.2,1.3333333333333333,2,2,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,22.627300484073103,-17.789364532653213
4,3,6,5,3,0,1,0,0,0,7,0,2.5,2.5,2.5,2,1,1,6,0.8,2,2.25,4,4,5,3.6666666666666665,5.4,6,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,16.993622103262684,-19.28188423216674
4,4,4,4,1,0,1,0,0,0,10,0,2.75,3.25,3.25,3.2,1,2,3,1.8,4,2,6,4.5,4,3.6666666666666665,4.8,2,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,2.898705084726209,-14.814598396891835
7,0,3,6,2,0,0,0,1,0,13,0,3,3,2.5,2.8,3,2.3333333333333335,3.5,1,4.5,2,6,3,2.6,3.3333333333333335,4.8,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-42.158935847860946,0.3769470919519523
5,4,5,3,1,0,1,1,0,0,11,1,1.75,2.25,1.75,1,1,1,3.5,1.6,3,2,4,1.5,2.2,2.3333333333333335,2.8,2,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,9.105734365319252,-13.792503681104819
8,1,6,3,4,1,0,0,0,0,2,0,3,3.5,2.75,3.6,2.5,3,4.5,2.4,4.5,4,5,3,4.6,4,5.6,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-12.828113928372694,-0.32898885003992023
2,2,5,4,3,0,1,0,0,0,1,0,1.25,1.25,2,2.8,4,3,3,1.8,5.5,2.75,3,3.5,2.4,3,3.4,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-9.631992527478996,15.407782106069343
2,1,1,4,3,1,0,0,0,0,5,0,3.25,4,2.5,3.4,5,3.6666666666666665,3,2.4,7.5,4,5,3,2.4,4,3.2,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22.606421384839983,20.91270276261516
5,4,3,6,2,1,0,0,0,0,8,0,2.25,2.5,2.25,4,2,3.6666666666666665,2,3,6,4.25,4,2.5,3.4,3.6666666666666665,4,3,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,-0.8705509194973005,12.719795371454195
6,0,5,3,1,0,1,0,0,0,12,1,2,4,2.75,1.8,1.5,4,5,2.8,6,2.75,6,3,3.6,3,4.2,2,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1.9907599848654671,-16.832361920784006
3,3,3,4,2,1,0,0,0,0,9,0,2.5,2.5,1.5,2,2,1,5.5,1.8,4,2,6,4,3,3,2.8,6,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,11.465777193657038,7.932478425902983
3,1,3,6,2,1,0,0,0,0,8,0,2.75,4,3.25,2.2,1,1,6,1,3,1.75,6,2,2.2,3.3333333333333335,2.2,6,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.3424569769523766,-1.3961757836538702
6,3,5,4,1,1,0,0,0,0,11,0,3.25,3,2,3.6,1,1.3333333333333333,5.5,2,3.5,2.75,4,3.5,5.2,4.333333333333333,3.8,6,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,-6.6895784138179915,-1.826323625674412
3,3,6,2,2,1,0,0,0,0,10,0,2.75,2.5,2.75,2.8,3,2,3,1.6,4.5,3,3,6,3.8,3.3333333333333335,3.6,2,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1.456495040493126,25.111928616413746
6,0,5,5,1,0,0,1,0,0,13,0,2,3.5,2.25,1.8,1.5,1.3333333333333333,5,2.4,5,4.25,5,2,3.8,4.666666666666667,3,3,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,39.185138545821275,-1.5375463032726757
3,3,5,2,4,0,1,1,0,0,5,1,2,2.25,2.25,2,2,2,2,1.6,3,2,2,3,3,3,3.6,3,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1.8915400542746346,-34.288008752413504
6,4,4,5,1,1,0,0,0,0,12,0,2.25,2.25,2,2.6,2,2,5,1.6,4.5,2.75,5,2.5,4.2,4,3.6,5,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,11.423749080864221,7.984279324740554
3,2,1,2,1,0,1,0,0,0,8,1,2.25,2.25,2.25,3,2.5,3,2.5,2.4,4.5,3,3,3,3.4,3,3.4,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,24.88033682437737,-5.559701828185534
2,2,4,2,2,1,0,0,0,0,3,0,2.25,1.75,1.25,2,1.5,1.3333333333333333,2.5,1.8,3,2,1,2.5,1.6,1.6666666666666667,2.4,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,11.488911581129193,-3.078251777357667
3,1,2,3,2,1,0,0,0,0,6,1,2,2.25,2.25,2.2,2.5,2,3,1.6,2.5,2,2,2,2,2,2,2,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,23.11107547237501,-3.8533526482853366
8,1,5,4,2,1,0,0,0,0,8,1,3.25,3.25,3.25,2.8,2.5,3.6666666666666665,3,2.2,4,2,4,3,5,5.333333333333333,5,6,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,-13.20515399278375,8.377405124341616
8,2,2,3,1,0,0,0,0,1,12,1,2.25,2.5,2.75,1,1,1,1,0.8,1.5,1,1,1,1,1,1.2,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,13.743864352032105,-9.139344105424072
5,3,6,3,3,0,0,1,0,1,8,1,2.5,3,2,2,2,1.6666666666666667,3.5,1.6,4,2,6,2,2.8,2.6666666666666665,3.6,3,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,-15.72882043336996,-16.146331602225935
2,1,4,4,2,1,0,0,0,0,5,0,2.5,2.75,1.75,1.6,1,1,2.5,0.8,1.5,1.5,1,1.5,2,2.6666666666666665,1.8,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,10.34185711684448,27.32697512558183
7,4,3,6,1,0,0,0,1,1,14,0,3.25,3,1.75,3.2,2,1.6666666666666667,4.5,1.6,3,1.75,6,3.5,2.8,2.3333333333333335,3.8,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,-19.751977138751577,-2.3506155965628217
4,3,6,4,1,0,0,1,0,0,3,1,3.25,3.5,2,3.4,1,1,4,1.2,2,1.5,6,2.5,4.6,2.6666666666666665,3.6,5,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,17.62230776326492,-16.241122647191045
2,4,4,2,2,1,0,0,0,0,2,1,3.25,2.75,2.5,2.2,2,2.6666666666666665,5,1.2,2,2,5,1.5,2,2,2.2,2,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,7.335199328080628,-2.593910572584925
2,0,6,3,2,1,0,0,0,0,7,1,3.25,3,2.5,3.2,3,2.3333333333333335,3,1.6,5,2,5,2.5,5.2,4.666666666666667,4.4,6,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,-17.513433178219667,12.87325022262502
